0,104
1,40
2,364
3,295
4,296
5,296
6,298
7,297
8,298
9,898
10,298
11,434
12,296
13,304
14,434
15,434
16,314
17,311
18,305
19,311
20,434
21,434
22,309
23,298
24,1798
25,286
26,303
27,316
28,679
29,679
30,298
31,434
32,433
33,433
34,434
35,433
36,722
37,62
38,313
39,334
40,53
41,69
42,69
43,357
44,293
45,313
46,298
47,434
48,311
49,314
50,271
51,722
52,295
53,249
54,434
55,434
56,898
57,1127
58,128
59,311
60,124
61,594
62,306
63,683
64,144
65,284
66,722
67,302
68,116
69,307
70,314
71,722
72,139
